html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,relationships.type.parent,relationships.type.child,relationships.type.related,relationships.type.successor,relationships.type.predecessor
,,American College of Laboratory Animal Medicine*en,active,nonprofit;funder,,American College of Laboratory Animal Medicine*en,ACLAM,https://www.aclam.org,,aclam.org,1957,100023663,100023663,,,,,,,Chester,United States,5084518,,,,,
,,Wellmark Foundation*en,active,nonprofit;funder,The Wellmark Foundation*en,Wellmark Foundation*en,,https://www.wellmark.com/about/improving-health,,,1991,100029581,100029581,,,,,,,Des Moines,United States,4853828,,,,,
,,Jiangsu Province Key Laboratory of Anesthesiology*en,active,facility;funder,"Jiangsu Province Key Laboratory of Anesthesiology, XZMC*en",Jiangsu Province Key Laboratory of Anesthesiology*en;江苏省麻醉学重点实验室*zh,,https://anesth.xzhmu.edu.cn,,anesth.xzhmu.edu.cn,1997,501100012219,501100012219,,,,,,,Xuzhou,China,1787322,https://ror.org/04fe7hy80,,,,
,,Greenfield Foundation*en,active,nonprofit;funder,The Greenfield Foundation*en;Greenfield Foundation Inc*en,Greenfield Foundation*en,,http://www.greenfieldfoundation.com,,greenfieldfoundation.com,2005,100020061,100020061,,,,,,,Philadelphia,United States,4560349,,,,,
,,Catharina Foundation*en,active,nonprofit;funder,Catharijne Foundation*en;Stichting Catharina Foundation*nl,Catharina Foundation*en,,https://catharinafoundation.nl,,catharinafoundation.nl,2024,501100003997,501100003997,,,,,,,Uden,Netherlands,2746005,,,,,
,,Texas Materials Institute*en,active,education;funder,Texas Materials Institute at the University of Texas at Austin*en;Texas Materials Institute at UT Austin*en,Texas Materials Institute*en,TMI,https://tmi.utexas.edu,,tmi.utexas.edu,1998,100017642,100017642,,,,,,,Austin,United States,4671654,https://ror.org/00hj54h04,,,,
,,Mays Family Foundation*en,active,nonprofit;funder,,Mays Family Foundation*en,MFF,https://maysfamilyfoundation.com,,maysfamilyfoundation.com,1994,100025387,100025387,,,,,,,San Antonio,United States,4726206,,,,,
,,Science and Technology Commission of Baoshan District*en,active,government;funder,Shanghai Baoshan Science and Technology Commission*en;Baoshan District Science and Technology Commission*en;Baoshan District Commission of Science and Technology*en;区科委*zh,Science and Technology Commission of Baoshan District*en;上海市宝山区科学技术委员会*zh,,https://xxgk.shbsq.gov.cn,,xxgk.shbsq.gov.cn;shbsq.gov.cn,,501100016108,501100016108,,,,,,,Shanghai,China,1796236,,,,,
,,Human Dignity Foundation*en,active,nonprofit;funder,The Human Dignity Foundation*en,Human Dignity Foundation*en,HDF,https://www.humandignity.foundation,,humandignity.foundation,2004,100032654,100032654,,,,,,,Zug,Switzerland,7287644,,,,,
,,Lymphoma Canada*en,active,nonprofit;funder,,Lymphoma Canada*en;Lymphome Canada*fr,LC,https://www.lymphoma.ca,,lymphoma.ca,2000,100015683,100015683,,,,,,,Mississauga,Canada,,,,,,
,,Vernacular Architecture Group*en,active,nonprofit;funder,The Vernacular Architecture Group*en,Vernacular Architecture Group*en,VAG,https://vag.org.uk,,vag.org.uk,1952,100014690,100014690,,,,,,,,United Kingdom,,,,,,
,,Petra and Karl Erik Hedborg Foundation*en,active,nonprofit;funder,Fondation Petra et Karl Erik Hedborg*fr;Petra en Karl Erik Hedborgs Stichting*nl,Petra and Karl Erik Hedborg Foundation*en;Petra och Karl Erik Hedborgs Stiftelse*sv,,https://www.pkhedborg.com,,pkhedborg.com,1984,100018867,100018867,,,,,,,Stockholm,Sweden,,,,,,
,,State Key Laboratory of Long-life High Temperature Materials*en,inactive,facility;funder,"State Key Laboratory of Long Life and High Temperature Materials*en;State Key Laboratory for Long-life High Temperature Materials, Dongfang Turbine Co., Ltd.*en",State Key Laboratory of Long-life High Temperature Materials*en;长寿命高温材料国家重点实验室*zh,,https://www.dfstw.com,,dfstw.com,2015,100018745,100018745,,,,,,,Deyang,China,1812961,,,,,
,,Community One Foundation*en,active,nonprofit;funder,Lesbian & Gay Community Appeal*en;Lesbian and Gay Community Appeal*en;Gay Community Appeal*en;Community One*en;Community One FDN*en,Community One Foundation*en,LGCA,https://communityone.ca,,communityone.ca,1980,100023264,100023264,,,,,,,Toronto,Canada,6167865,,,,,
,,Indiana Alcohol Research Center*en,active,facility;funder,"Indiana Alcohol Research Center, School of Medicine, Indiana University*en;Indiana Alcohol Research Center at IU School of Medicine*en;The Indiana Alcohol Research Center*en",Indiana Alcohol Research Center*en,IARC,https://medicine.iu.edu/research-centers/alcohol,,,1987,100016366,100016366,,,,,,,Indianapolis,United States,4259418,https://ror.org/02ets8c94,,,,
,,Society for the Study of Human Biology*en,active,nonprofit;funder,,Society for the Study of Human Biology*en,SSHB,https://www.sshb.org,,sshb.org,1958,100012686,100012686,,,,,,,Loughborough,United Kingdom,2643567,,,,,
,,"Key Laboratory of Automobile Materials, Ministry of Education, Jilin University*en",active,facility;funder,"Key Laboratory of Automotive Materials*en;Key Laboratory of Automobile Materials (Jilin University), Ministry of Education*en","Key Laboratory of Automobile Materials, Ministry of Education, Jilin University*en;吉林大学汽车材料教育部重点实验室*zh",,https://aml.jlu.edu.cn,,aml.jlu.edu.cn,2000,501100011339,501100011339,,,,,,,Changchun,China,2038176,https://ror.org/00js3aw79,,,,
,,Joseph H. Stahlberg Foundation*en,active,nonprofit;funder,Joseph H Stahlberg Foundation*en;The Joseph H. Stahlberg Foundation*en,Joseph H. Stahlberg Foundation*en,,https://www.wellsfargo.com/private-foundations/stahlberg-foundation/,,,2009,100029931,100029931,,,,,,,St. Louis,United States,4407066,,,,,
,,Guangxi University Key Laboratory of UAV System Technology and Application*en,active,facility;funder,Guangxi Colleges and Universities Key Laboratory of Unmanned Aerial Vehicle (UAV) Telemetry*en;Key Laboratory of Unmanned Aerial Vehicle Telemetry*en;广西高校无人机遥测重点实验室*zh,Guangxi University Key Laboratory of UAV System Technology and Application*en;广西高校无人机系统技术与应用重点实验室*zh,,https://www.guat.edu.cn/info/1377/18549.htm,,,2022,501100012563,501100012563,,,,,,,Guilin,China,,https://ror.org/00h1gc758,,,,
,,American Association of Clinical Anatomists*en,active,nonprofit;funder,,American Association of Clinical Anatomists*en,AACA,https://clinical-anatomy.org,,clinical-anatomy.org,1983,100011294,100011294,,,,,,,LaGrange,United States,4204230,,,,,
,,Agnes Marshall Walker Foundation*en,active,nonprofit;funder,The Agnes Marshall Walker Foundation*en,Agnes Marshall Walker Foundation*en,AMWF,https://amwf.org,,amwf.org,2014,100013584,100013584,,,,,,,Schaumburg,United States,4910713,,,,,
,,Beijing Municipal Bureau of Finance*en,active,government;funder,Beijing Municipal Finance Bureau*en,Beijing Municipal Bureau of Finance*en;北京市财政局*zh,,https://czj.beijing.gov.cn,,czj.beijing.gov.cn,1949,501100020441,501100020441,,,,,,,Beijing,China,1816670,https://ror.org/01xp57w77,,,,
,,Detroit Wayne Integrated Health Network*en,active,government;funder,Detroit Wayne Mental Health Authority*en,Detroit Wayne Integrated Health Network*en,DWIHN;DWMHA,https://dwihn.org,,dwihn.org,2013,100024198,100024198,,,,,,,Detroit,United States,4990729,,,,,
,,Hubei Association for Science and Technology*en,active,nonprofit;funder,Hubei Association for Science & Technology*en;湖北省科协*zh,Hubei Association for Science and Technology*en;湖北省科学技术协会*zh,,https://www.hbkx.org.cn,,hbkx.org.cn,1958,501100017524,501100017524,,,,,,,Wuhan,China,1791247,,,,,
,,Juvenile Welfare Board of Pinellas County*en,active,government;funder,Juvenile Welfare Board*en,Juvenile Welfare Board of Pinellas County*en,JWB,https://www.jwbpinellas.org,,jwbpinellas.org,1945,100031733,100031733,,,,,,,Clearwater,United States,4151316,,,,,
,,Center for Sustainable Nanotechnology*en,inactive,facility;funder,The Center for Sustainable Nanotechnology*en,Center for Sustainable Nanotechnology*en,CSN,https://susnano.wisc.edu,,susnano.wisc.edu,2012,100016795,100016795,,,,,,,Madison,United States,5261457,,,,,
,,New Zealand Apples and Pears Incorporated*en,active,nonprofit;funder,New Zealand Apples and Pears*en;New Zealand Apples & Pears*en;NZ Apples and Pears*en,New Zealand Apples and Pears Incorporated*en;New Zealand Apples and Pears Inc*en,NZAPI,https://www.applesandpears.nz,,applesandpears.nz,1994,100016558,100016558,,,,,,,Hastings,New Zealand,2190224,,,,,
,,Clements Center for National Security*en,active,facility;funder,Clements Center,Clements Center for National Security*en;The William P. Clements Jr. Center for National Security*en,,https://www.clementscenter.org,,clementscenter.org,2013,100022341,100022341,,,,,,,Austin,United States,4671654,https://ror.org/00hj54h04,,,,
,,RiceTec (United States),active,company;funder,"RiceTec, Inc.*en",RiceTec (United States);RiceTec*en,,https://ricetec.com,,ricetec.com,1988,100012702,100012702,,,,,,,Alvin,United States,,,,,,
,,Shanghai Key Laboratory of Gynecologic Oncology*en,active,facility;funder,"Shanghai Key Laboratory of Gynecologic Oncology at Renji Hospital, SJTU*en",Shanghai Key Laboratory of Gynecologic Oncology*en;上海市妇科肿瘤重点实验室*zh,,https://shgokeylab.renji.com,,shgokeylab.renji.com,2008,501100019319,501100019319,,,,,,,Shanghai,China,1796236,https://ror.org/03ypbx660,,,,
,,UC San Diego Foundation*en,active,nonprofit;funder,U.C. San Diego Foundation*en,UC San Diego Foundation*en,,https://foundation.ucsd.edu,,foundation.ucsd.edu,1972,100017800,100017800,,,,,,,La Jolla,United States,,,,https://ror.org/0168r3w48,,
,,New York State Turfgrass Association*en,active,nonprofit;funder,"New York State Turfgrass Association, Inc.*en",New York State Turfgrass Association*en,NYSTA,https://www.nysta.org,,nysta.org,1949,100015141,100015141,,,,,,,Latham,United States,,,,,,
,,Thailand Greenhouse Gas Management Organization*en,active,government;funder,Thailand Greenhouse Gas Management Organization (Public Organization)*en,Thailand Greenhouse Gas Management Organization*en;องค์การบริหารจัดการก๊าซเรือนกระจก (องค์การมหาชน)*th,TGO;อบก.,https://www.tgo.or.th,,tgo.or.th,2007,100031035,100031035,,,,,,,Bangkok,Thailand,1609350,,,,,
,,Estonian Ministry of Foreign Affairs*en,active,government;funder,"Eesti Vabariigi Välisministeerium*et;Ministry of Foreign Affairs, Republic of Estonia*en;Foreign Ministry of Estonia*en;Ministry of Foreign Affairs of Estonia*en",Estonian Ministry of Foreign Affairs*en;Välisministeerium*et,,https://vm.ee,https://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_(Estonia),vm.ee,1918,501100013164,501100013164,,,,,,,Tallinn,Estonia,588409,https://ror.org/03n0fvd12,,,,
,,American Society of Cytopathology Foundation*en,active,nonprofit;funder,The ASC Foundation*en;ASC Foundation*en,American Society of Cytopathology Foundation*en,ASCF,https://cytopathology.org,,cytopathology.org,2002,100013451,100013451,,,,,,,Wilmington,United States,4145381,,,,,
,,"China Northern Rare Earth (Group) High-Tech Co., Ltd. (China)",active,company;funder,北方稀土*zh,"China Northern Rare Earth (Group) High-Tech Co., Ltd. (China);中国北方稀土（集团）高科技股份有限公司*zh",CNREG,https://www.reht.com,,reht.com,1997,501100013932,501100013932,,,,,,,Baotou,China,2038432,https://ror.org/01rt7y457,,,,
,,Washington Headquarters Services*en,active,government;funder,,Washington Headquarters Services*en,WHS,https://www.whs.mil,https://en.wikipedia.org/wiki/Washington_Headquarters_Services,whs.mil,1977,100021445,100021445,,,,,,,Arlington,United States,4744709,https://ror.org/0447fe631,,,,
,,Lucius N. Littauer Foundation*en,active,nonprofit;funder,"Lucius N. Littauer Foundation, Inc.*en;The Lucius N. Littauer Foundation*en;The Lucius N. Littauer Foundation, Inc.*en;The Lucius N Littauer Foundation Inc*en;Littauer Foundation*en",Lucius N. Littauer Foundation*en,LNL,https://www.littauerfoundation.org,,littauerfoundation.org,1929,100014133,100014133,,,,,,,New York,United States,,,,,,
,,"Japanese Society of Wound, Ostomy, and Continence Management*en",active,nonprofit;funder,"Japanese Society of Wound, Ostomy and Continence Management*en;Japanese Society of Wound, Ostomy & Continence Management*en","Japanese Society of Wound, Ostomy, and Continence Management*en;一般社団法人 日本創傷・オストミー・失禁管理学会*ja",JWOCM,https://jwocm.org,,jwocm.org,2009,100020181,100020181,,,,,,,Tokyo,Japan,1850147,,,,,
,,True Patriot Love Foundation*en,active,nonprofit;funder,True Patriot Love*en,True Patriot Love Foundation*en;La Fondation Les Fleurons glorieux*fr,TPL,https://truepatriotlove.com,,truepatriotlove.com,2009,100023483,100023483,,,,,,,Toronto,Canada,6167865,,,,,
,,Trauma and Orthopaedics Research Charity*en,active,nonprofit;funder,Trauma & Orthopaedics Research Charity*en;Trauma and Orthopaedics Research Charity Northern Ireland*en;Belfast Arthroplasty Research Trust*en,Trauma and Orthopaedics Research Charity*en,TORC,https://torcni.org,,torcni.org,2002,501100023966,501100023966,,,,,,,Belfast,United Kingdom,2655984,,,,,
,,Society for a Science of Clinical Psychology*en,active,nonprofit;funder,,Society for a Science of Clinical Psychology*en,SSCP,https://sscpweb.org,,sscpweb.org,1966,100029587,100029587,,,,,,,,United States,,,,,,
,,Patrick and Aimee Butler Family Foundation*en,active,nonprofit;funder,Butler Family Foundation*en;Patrick & Aimee Butler Family Foundation*en;THE PATRICK AND AIMEE BUTLER FAMILY FOUNDATION*en,Patrick and Aimee Butler Family Foundation*en,PABFF,https://www.butlerfamilyfoundation.org,,butlerfamilyfoundation.org,1951,100013820,100013820,,,,,,,Saint Paul,United States,5045360,,,,,
,,Wood Library-Museum of Anesthesiology*en,active,archive;funder,The Wood Library-Museum of Anesthesiology*en;Wood Library-Museum*en,Wood Library-Museum of Anesthesiology*en,WLM,https://www.woodlibrarymuseum.org,https://en.wikipedia.org/wiki/Wood_Library-Museum_of_Anesthesiology,woodlibrarymuseum.org,1933,100028881,100028881,,,,,,,Schaumburg,United States,4910713,https://ror.org/03g3kfn65,,,,
,,Aziz Foundation*en,active,nonprofit;funder,The Aziz Foundation*en;AzizFoundation,Aziz Foundation*en,,https://www.azizfoundation.org.uk,,azizfoundation.org.uk,2015,501100022769,501100022769,,,,,,,London,United Kingdom,2643743,,,,,
,,American Society of Plumbing Engineers*en,active,nonprofit;funder,,American Society of Plumbing Engineers*en,ASPE,https://aspe.org,,aspe.org,1964,100026121,100026121,,,,,,,Rosemont,United States,4908179,,,,,
,,BOMU Wellness Foundation*en,active,nonprofit;funder,Shiono Wellness Foundation*en;公益財団法人シオノ健康財団*ja;一般財団法人シオノ健康財団*ja,BOMU Wellness Foundation*en;公益財団法人BOMU健康財団*ja,,https://bomu.or.jp,,bomu.or.jp,2016,100020182,100020182,,,,,,,Yaizu,Japan,1848774,,,,,
,,AgelessRx (United States),active,company;funder,Ageless RX*en,AgelessRx (United States);AgelessRx*en,,https://agelessrx.com,,agelessrx.com,2019,100031625,100031625,,,,,,,Ann Arbor,United States,4984247,,,,,
,,Association of Fundraising Professionals*en,active,nonprofit;funder,AFP Global*en,Association of Fundraising Professionals*en,AFP,https://afpglobal.org,,afpglobal.org,1960,100023801,100023801,,,,,,,Arlington,United States,4744709,,,,,
,,New Hampshire Charitable Foundation*en,active,nonprofit;funder,NH Charitable Foundation*en;Fondation caritative du New Hampshire*fr;Dobrotvorna fondacija New Hampshirea*hr,New Hampshire Charitable Foundation*en;新罕布什尔州慈善基金会*zh;مؤسسة نيو هامبشاير الخيرية*ar,NHCF,https://www.nhcf.org,,nhcf.org,1962,100021462,100021462,,,,,,,Concord,United States,5084868,,,,,
,,Fondazione Banca Popolare di Lodi*it,active,nonprofit;funder,Banca Popolare di Lodi Foundation*en,Fondazione Banca Popolare di Lodi*it,,https://www.fondazionebipielle.it,,fondazionebipielle.it,2008,501100009628,501100009628,,,,,,,Lodi,Italy,3174638,,,,,
,,Niagara Community Foundation*en,active,nonprofit;funder,The Niagara Community Foundation*en,Niagara Community Foundation*en;Fondation communautaire de Niagara*fr,NCF,https://www.niagaracommunityfoundation.org,,niagaracommunityfoundation.org,2000,100021901,100021901,,,,,,,St. Catharines,Canada,6155721,,,,,
,,Ventura County Community Foundation*en,active,nonprofit;funder,The Ventura County Community Foundation*en;Ventura Foundation*en;Ventura County Gemeinschaftsstiftung*de;Fondation communautaire du comté de Ventura*fr;Fundación Comunitaria del Condado de Ventura*es,Ventura County Community Foundation*en;ベンチュラ郡コミュニティ財団*ja,VCCF,https://vccf.org,,vccf.org,1987,100029545,100029545,,,,,,,Camarillo,United States,5333180,,,,,
