html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor,nid,comments,,,,,,,
,,Bangkok Hospital Pattaya*en,active,healthcare,,Bangkok Hospital Pattaya*en;โรงพยาบาลกรุงเทพพัทยา*th,,https://www.bangkokhospitalpattaya.com,,bangkokhospitalpattaya.com,1990,,,,,,,Q6673105,Q6673105,Pattaya,Thailand,1614295,,,,,,,TH_R000564,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; joined_sources=wikidata; h_code=11850; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=ชลบุรี; beds=300; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1990; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=wikidata_inception; scope=in_scope,25,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Bangkok Hospital Pattaya | โรงพยาบาลกรุงเทพพัทยา,2,"raw_affiliation_strings.search:((""Bangkok Hospital Pattaya"" AND ""Pattaya Thailand""~10) OR (""โรงพยาบาลกรุงเทพพัทยา"" AND ""Pattaya Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Bangkok+Hospital+Pattaya%22+AND+%22Pattaya+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A2%E0%B8%B2%22+AND+%22Pattaya+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Bangkok Hospital Chanthaburi*en,active,healthcare,,Bangkok Hospital Chanthaburi*en;โรงพยาบาลกรุงเทพจันทบุรี*th,,https://www.bangkokhospital.com/th/chanthaburi,,,,,,,,,,,,Chanthaburi,Thailand,1611269,,,,https://ror.org/039mhfq69,,,TH_R000568,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11875; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=จันทบุรี; beds=200; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope,1,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Bangkok Hospital Chanthaburi | โรงพยาบาลกรุงเทพจันทบุรี,2,"raw_affiliation_strings.search:((""Bangkok Hospital Chanthaburi"" AND ""Chanthaburi Thailand""~10) OR (""โรงพยาบาลกรุงเทพจันทบุรี"" AND ""Chanthaburi Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Bangkok+Hospital+Chanthaburi%22+AND+%22Chanthaburi+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%22+AND+%22Chanthaburi+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Bangkok Hospital Trat*en,active,healthcare,,Bangkok Hospital Trat*en;โรงพยาบาลกรุงเทพตราด*th,,https://www.bangkokhospital.com/trat,,,1997,,,,,,,,,Trat,Thailand,1605279,,,,https://ror.org/039mhfq69,,,TH_R000569,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11876; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=ตราด; beds=100; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope,2,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Bangkok Hospital Trat | โรงพยาบาลกรุงเทพตราด,2,"raw_affiliation_strings.search:((""Bangkok Hospital Trat"" AND ""Trat Thailand""~10) OR (""โรงพยาบาลกรุงเทพตราด"" AND ""Trat Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Bangkok+Hospital+Trat%22+AND+%22Trat+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B8%94%22+AND+%22Trat+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Kasemrad Hospital Chachoengsao*en,active,healthcare,,Kasemrad Hospital Chachoengsao*en;โรงพยาบาลเกษมราษฎร์ ฉะเชิงเทรา*th,,https://www.kasemrad.co.th/th/chachoengsao,,,1984,,,,,,,,,Chachoengsao,Thailand,1611439,,,,,,,TH_R000571,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11879; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=ฉะเชิงเทรา; beds=100; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1984; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,1,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Kasemrad Hospital Chachoengsao | โรงพยาบาลเกษมราษฎร์ ฉะเชิงเทรา,2,"raw_affiliation_strings.search:((""Kasemrad Hospital Chachoengsao"" AND ""Chachoengsao Thailand""~10) OR (""โรงพยาบาลเกษมราษฎร์ ฉะเชิงเทรา"" AND ""Chachoengsao Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Kasemrad+Hospital+Chachoengsao%22+AND+%22Chachoengsao+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%81%E0%B8%A9%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A9%E0%B8%8E%E0%B8%A3%E0%B9%8C+%E0%B8%89%E0%B8%B0%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%B2%22+AND+%22Chachoengsao+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Saint Mary's Hospital*en,active,healthcare,,Saint Mary's Hospital*en;โรงพยาบาลเซนต์เมรี่*th,SMH*en,https://www.smhkorat.com,,smhkorat.com,1974,,,,,,,,,Nakhon Ratchasima,Thailand,1608529,,,,,,,TH_R000572,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11888; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=นครราชสีมา; beds=148; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1974; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,3,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Saint Mary's Hospital | โรงพยาบาลเซนต์เมรี่,2,"raw_affiliation_strings.search:((""Saint Mary's Hospital"" AND ""Nakhon Ratchasima Thailand""~10) OR (""โรงพยาบาลเซนต์เมรี่"" AND ""Nakhon Ratchasima Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Saint+Mary%27s+Hospital%22+AND+%22Nakhon+Ratchasima+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%8B%E0%B8%99%E0%B8%95%E0%B9%8C%E0%B9%80%E0%B8%A1%E0%B8%A3%E0%B8%B5%E0%B9%88%22+AND+%22Nakhon+Ratchasima+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Ubonrak Thonburi Hospital*en,active,healthcare,,Ubonrak Thonburi Hospital*en;โรงพยาบาลอุบลรักษ์ ธนบุรี*th,,https://www.ubonrak.com,,ubonrak.com,1991,,,,,,,Q30314964,Q30314964,Ubon Ratchathani,Thailand,1605245,,,,,,,TH_R000575,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; joined_sources=wikidata; h_code=11919; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=อุบลราชธานี; beds=100; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1991; keep_alias=False; affiliation_usage=none_found; website=replaced; ids=wikidata_id; confidence=high; established_source=org_website; scope=in_scope,4,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Ubonrak Thonburi Hospital | โรงพยาบาลอุบลรักษ์ ธนบุรี,2,"raw_affiliation_strings.search:((""Ubonrak Thonburi Hospital"" AND ""Ubon Ratchathani Thailand""~10) OR (""โรงพยาบาลอุบลรักษ์ ธนบุรี"" AND ""Ubon Ratchathani Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Ubonrak+Thonburi+Hospital%22+AND+%22Ubon+Ratchathani+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C+%E0%B8%98%E0%B8%99%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%22+AND+%22Ubon+Ratchathani+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Bangkok Hospital Udon*en,active,healthcare,,Bangkok Hospital Udon*en;โรงพยาบาลกรุงเทพอุดร*th,,https://www.bangkokhospital.com/udon,,,,,,,,,,,,Udon Thani,Thailand,1605239,,,,https://ror.org/039mhfq69,,,TH_R000577,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11953; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=อุดรธานี; beds=100; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=unknown; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope,5,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Bangkok Hospital Udon | โรงพยาบาลกรุงเทพอุดร,2,"raw_affiliation_strings.search:((""Bangkok Hospital Udon"" AND ""Udon Thani Thailand""~10) OR (""โรงพยาบาลกรุงเทพอุดร"" AND ""Udon Thani Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Bangkok+Hospital+Udon%22+AND+%22Udon+Thani+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%22+AND+%22Udon+Thani+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,McCormick Hospital*en,active,healthcare,,McCormick Hospital*en;โรงพยาบาลแมคคอร์มิค*th,,https://www.mccormickhospital.com,,mccormickhospital.com,1888,,,,,,,Q6903175,Q6903175,Chiang Mai,Thailand,1153671,,,,https://ror.org/05d8xgj52,,,TH_R000579,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; joined_sources=wikidata; h_code=11980; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=เชียงใหม่; beds=340; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1888; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope; adversarial_overturned=affiliation_usage,20,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",McCormick Hospital | โรงพยาบาลแมคคอร์มิค,2,"raw_affiliation_strings.search:((""McCormick Hospital"" AND ""Chiang Mai Thailand""~10) OR (""โรงพยาบาลแมคคอร์มิค"" AND ""Chiang Mai Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22McCormick+Hospital%22+AND+%22Chiang+Mai+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%81%E0%B8%A1%E0%B8%84%E0%B8%84%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%B4%E0%B8%84%22+AND+%22Chiang+Mai+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Lanna Hospital*en,active,healthcare,,Lanna Hospital*en;โรงพยาบาลลานนา*th,,http://www.lanna-hospital.com,,lanna-hospital.com,1976,,,,,,,Q11347779,Q11347779,Chiang Mai,Thailand,1153671,,,,,,,TH_R000580,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11982; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=เชียงใหม่; beds=158; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1976; keep_alias=False; affiliation_usage=none_found; website=unreachable; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope,4,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Lanna Hospital | โรงพยาบาลลานนา,2,"raw_affiliation_strings.search:((""Lanna Hospital"" AND ""Chiang Mai Thailand""~10) OR (""โรงพยาบาลลานนา"" AND ""Chiang Mai Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Lanna+Hospital%22+AND+%22Chiang+Mai+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%A5%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%22+AND+%22Chiang+Mai+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Rajavej Chiang Mai Hospital*en,active,healthcare,Rajavej Chiangmai Hospital*en,Rajavej Chiang Mai Hospital*en;โรงพยาบาลราชเวช เชียงใหม่*th,,https://rajavejchiangmai.com,,rajavejchiangmai.com,1997,,,,,,,,,Chiang Mai,Thailand,1153671,,,,,,,TH_R000581,"source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11991; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=เชียงใหม่; beds=150; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1997; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; adversarial_change=Adopted pass 1 wholesale except established fields: added established=1997 (founding, org_website) from the site's English About page, which states 'Since opening on June 9, 1997'; pass 1 had not consulted that page and left the year null. All other values re-verified against sources (site TH/EN pages, ROR API, Crossref).; scope=in_scope; adversarial_overturned=established,established_basis,established_source",4,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Rajavej Chiang Mai Hospital | Rajavej Chiangmai Hospital | โรงพยาบาลราชเวช เชียงใหม่,3,"raw_affiliation_strings.search:((""Rajavej Chiang Mai Hospital"" AND ""Chiang Mai Thailand""~10) OR (""Rajavej Chiangmai Hospital"" AND ""Chiang Mai Thailand""~10) OR (""โรงพยาบาลราชเวช เชียงใหม่"" AND ""Chiang Mai Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Rajavej+Chiang+Mai+Hospital%22+AND+%22Chiang+Mai+Thailand%22~10%29+OR+%28%22Rajavej+Chiangmai+Hospital%22+AND+%22Chiang+Mai+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B9%80%E0%B8%A7%E0%B8%8A+%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88%22+AND+%22Chiang+Mai+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Overbrook Hospital*en,active,healthcare,,Overbrook Hospital*en;โรงพยาบาลโอเวอร์บรุ๊ค*th,,https://www.overbrook-hospital.com,,overbrook-hospital.com,1903,,,,,,,Q16306435,Q16306435,Chiang Rai,Thailand,1153669,,,,,,,TH_R000586,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; joined_sources=wikidata; h_code=12024; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=เชียงราย; beds=238; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1903; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=wikidata_inception; scope=in_scope,2,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Overbrook Hospital | โรงพยาบาลโอเวอร์บรุ๊ค,2,"raw_affiliation_strings.search:((""Overbrook Hospital"" AND ""Chiang Rai Thailand""~10) OR (""โรงพยาบาลโอเวอร์บรุ๊ค"" AND ""Chiang Rai Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Overbrook+Hospital%22+AND+%22Chiang+Rai+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%9A%E0%B8%A3%E0%B8%B8%E0%B9%8A%E0%B8%84%22+AND+%22Chiang+Rai+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Bangkok Hospital Phitsanulok*en,active,healthcare,,Bangkok Hospital Phitsanulok*en;โรงพยาบาลกรุงเทพพิษณุโลก*th,,https://www.bangkokhospital.com/en/phitsanulok,,,,,,,,,,,,Phitsanulok,Thailand,1607708,,,,,,,TH_R000589,"source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=12067; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=พิษณุโลก; beds=159; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; adversarial_change=Adopted pass 1's in-scope verdict after independent verification: official page confirmed, HA list entry confirmed, city/geonames confirmed via my own GeoNames call, no duplicate found in ROR (EN name, TH name, and domain searches), parent relationship to BDMS confirmed via Thai Wikipedia (100% held, 137 beds) with BDMS confirmed absent from ROR. Changed dup_verdict.verdict from no_candidates to rejected: my re-derivation surfaced the flagship Bangkok Hospital (039mhfq69) as a name-search candidate and excluded it as a sibling network hospital in a different province - pass 1's own evidence describes that rejection, but the no_candidates label says no candidate existed.; scope=in_scope; adversarial_overturned=dup_verdict.verdict",6,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Bangkok Hospital Phitsanulok | โรงพยาบาลกรุงเทพพิษณุโลก,2,"raw_affiliation_strings.search:((""Bangkok Hospital Phitsanulok"" AND ""Phitsanulok Thailand""~10) OR (""โรงพยาบาลกรุงเทพพิษณุโลก"" AND ""Phitsanulok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Bangkok+Hospital+Phitsanulok%22+AND+%22Phitsanulok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%9E%E0%B8%B4%E0%B8%A9%E0%B8%93%E0%B8%B8%E0%B9%82%E0%B8%A5%E0%B8%81%22+AND+%22Phitsanulok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
